report_date,report_time,swell_height_ft,swell_period_sec,air_temp_f,water_temp_f
11/01/24,6:00 pm PDT,2.0,15.0,55.8,56.5
11/01/24,6:30 pm PDT,2.3,17.0,56.3,56.3
11/01/24,7:30 pm PDT,2.0,17.0,56.1,56.3
