report_date,report_time,swell_height_ft,swell_period_sec,air_temp_f,water_temp_f
11/03/24,23:00 GMT,1.6,17.0,66.7,55.2
11/04/24,01:00 GMT,1.6,17.0,65.7,54.9
11/04/24,02:00 GMT,1.6,17.0,61.0,54.9
